ParcelMaster.parcelnumber,Parcels.current_taxable
06-968-0011-000,48669
06-968-0012-000,49801
06-968-0013-000,47465
06-968-0014-000,66794
06-968-0015-000,88398
06-968-0016-000,48669
06-968-0017-000,58067
06-968-0018-000,102000
06-968-0019-000,51440
06-968-0020-000,42767
06-968-0021-000,60839
06-968-0022-000,55174
06-968-0023-000,101000
06-968-0024-000,80176
06-968-0025-000,56260
06-968-0026-000,56621
06-969-0001-000,33487
06-969-0002-000,34816
06-969-0003-000,33487
06-969-0004-000,55755
06-969-0005-000,33487
06-969-0006-000,33487
06-969-0007-000,60375
06-969-0008-000,51319
06-969-0009-000,48186
06-969-0010-000,48306
06-969-0011-000,78202
06-969-0012-000,64665
06-969-0013-000,51440
06-969-0014-000,76141
06-969-0015-000,64551
06-969-0016-000,60116
06-969-0017-000,79956
06-969-0018-000,93975
06-969-0019-000,100995
06-969-0020-000,101115
06-969-0021-000,60957
06-969-0022-000,75899
06-969-0023-000,100695
06-969-0024-000,79076
06-969-0025-000,60116
06-969-0026-000,24395
06-969-0027-000,66539
06-969-0028-000,48669
06-969-0029-000,52404
06-969-0030-000,80745
06-969-0031-000,52645
06-969-0032-000,72346
06-969-0033-000,49392
06-970-0001-000,42500
06-970-0002-000,24811
06-970-0003-000,24811
06-970-0004-000,29921
06-970-0005-000,33732
06-970-0006-000,26861
06-970-0007-000,26861
06-970-0008-000,33732
06-970-0009-000,33732
06-970-0010-000,33732
06-970-0011-000,43785
06-970-0012-000,26020
06-970-0013-000,26020
06-971-0001-000,46412
06-971-0002-000,33608
06-971-0003-000,34574
06-971-0004-000,71600
06-971-0005-000,56509
06-971-0006-000,36861
06-971-0009-000,36551
06-971-0010-000,62935
06-971-0011-000,33608
06-971-0012-000,33730
06-971-0013-000,35570
06-971-0014-000,52578
06-971-0015-000,33730
06-971-0016-000,65900
06-971-0017-000,33969
06-971-0018-000,33487
06-972-0001-000,25537
06-972-0002-000,32865
06-972-0003-000,25416
06-972-0004-000,33395
06-972-0005-000,25416
06-972-0006-000,26620
06-972-0007-000,32036
06-972-0008-000,32745
06-973-0000-000,0
06-973-0001-000,81800
06-973-0002-000,79151
06-973-0003-000,59745
06-974-0001-000,44266
06-974-0002-000,30595
06-974-0003-000,30595
06-974-0004-000,26797
06-974-0005-000,35055
06-974-0006-000,30595
06-974-0007-000,50085
06-974-0008-000,25537
06-974-0009-000,44266
06-974-0010-000,38184
06-974-0011-000,38327
06-974-0012-000,41160
06-974-0013-000,44266
06-974-0014-000,62500
06-974-0015-000,50085
06-974-0016-000,37311
06-974-0017-000,35055
06-974-0018-000,62500
06-974-0019-000,30595
06-974-0020-000,31827
06-974-0021-000,35055
06-974-0022-000,38439
06-974-0023-000,62900
06-974-0024-000,31827
06-974-0025-000,44155
06-974-0026-000,30595
06-974-0027-000,30595
06-974-0028-000,0
06-974-0029-000,36861
06-974-0030-000,36861
06-974-0031-000,36861
06-974-0032-000,53907
06-974-0033-000,37346
06-974-0034-000,36861
06-974-0035-000,46522
06-974-0036-000,70500
06-974-0037-000,36993
06-974-0038-000,35055
06-974-0039-000,43258
06-974-0040-000,70500
06-974-0041-000,35055
06-974-0042-000,56595
06-974-0043-000,35055
06-974-0044-000,62500
06-974-0045-000,41242
06-974-0046-000,31681
06-974-0047-000,37113
06-974-0048-000,35176
06-974-0049-000,70500
06-974-0050-000,51086
06-974-0051-000,43258
06-974-0052-000,70500
06-974-0053-000,70500
06-974-0054-000,43258
06-974-0055-000,70500
06-974-0056-000,35656
06-974-0057-000,35176
06-974-0058-000,35656
06-975-0001-000,12277
06-975-0002-000,12277
06-975-0003-000,12277
06-975-0004-000,12277
06-975-0005-000,12277
06-975-0006-000,12277
06-975-0007-000,12277
06-975-0008-000,12277
06-975-0009-000,12277
06-975-0010-000,12277
06-975-0011-000,12277
06-975-0012-000,12277
06-975-0013-000,17145
06-975-0014-000,17145
06-975-0015-000,17145
06-975-0016-000,17145
06-975-0017-000,17145
06-975-0018-000,17145
06-976-0001-000,83895
06-976-0002-000,82215
06-976-0003-000,71319
06-976-0004-000,70956
06-976-0005-000,71319
06-976-0006-000,0
06-977-0001-000,0
06-977-0002-000,0
06-977-0003-000,0
06-977-0004-000,0
06-977-0005-000,0
06-977-0006-000,0
06-977-0007-000,0
06-977-0008-000,0
06-977-0009-000,0
06-977-0010-000,0
06-977-0011-000,0
06-977-0012-000,0
06-977-0013-000,0
06-977-0014-000,0
06-977-0015-000,0
06-977-0016-000,0
06-977-0017-000,0
06-977-0018-000,0
06-977-0019-000,0
06-977-0020-000,0
06-977-0021-000,0
06-977-0022-000,0
06-977-0023-000,0
06-977-0024-000,0
06-978-0001-000,0
06-978-0002-000,0
06-978-0003-000,0
06-978-0004-000,0
06-978-0005-000,78615
06-978-0006-000,0
06-979-0001-000,101010
06-979-0002-000,100170
06-981-0001-000,25055
06-981-0002-000,25055
06-981-0003-000,25055
06-981-0004-000,32647
06-981-0005-000,25055
06-981-0006-000,32755
06-981-0007-000,25055
06-981-0008-000,32647
06-981-0009-000,25055
06-981-0010-000,25055
06-981-0011-000,0
06-983-0001-000,41612
06-983-0002-000,41612
06-983-0003-000,42804
06-983-0004-000,0
06-983-0005-000,41612
06-983-0006-000,42804
06-983-0007-000,41612
06-983-0008-000,42804
06-983-0009-000,0
06-983-0010-000,0
06-983-0011-000,0
06-983-0012-000,0
06-983-0013-000,0
06-983-0014-000,0
06-983-0015-000,0
06-984-0001-000,0
06-984-0002-000,0
06-984-0003-000,0
06-984-0004-000,0
06-985-0001-000,41353
06-985-0002-000,29249
06-985-0003-000,29249
06-985-0004-000,29249
06-985-0005-000,29249
06-985-0006-000,29249
06-985-0007-000,29249
06-985-0008-000,29249
06-985-0009-000,29249
06-985-0010-000,29249
06-985-0011-000,29249
06-985-0012-000,29249
06-985-0013-000,29249
06-985-0014-000,29249
06-985-0015-000,28761
06-985-0016-000,28882
06-985-0017-000,28882
06-985-0018-000,28882
06-986-0001-000,43332
06-986-0002-000,43332
06-986-0003-000,11142
06-986-0004-000,11142
06-986-0005-000,11142
06-986-0006-000,11142
06-987-0001-000,44984
06-987-0002-000,42921
06-987-0007-000,15055
06-987-0008-000,15689
06-987-0009-000,15055
06-987-0010-000,19845
06-987-0011-000,15055
06-987-0012-000,15689
06-988-0001-000,35700
06-988-0002-000,46620
06-989-0000-000,0
06-989-0001-000,2378432
06-989-0002-000,0
06-989-0003-000,0
06-993-0001-000,21113
06-993-0002-000,21113
06-993-0003-000,21113
06-993-0004-000,20685
06-993-0005-000,20685
06-993-0006-000,20685
06-993-0007-000,20685
06-993-0008-000,20685
06-993-0009-000,20685
06-993-0010-000,21113
06-993-0011-000,21113
06-993-0012-000,21113
06-993-0013-000,21113
06-993-0014-000,21113
06-993-0015-000,21113
06-993-0016-000,21113
06-995-0001-000,81276
06-995-0002-000,79737
06-995-0003-000,81276
06-995-0004-000,79737
06-995-0005-000,81276
06-995-0006-000,120015
06-996-0001-000,20068
06-996-0002-000,28045
06-996-0003-000,20068
06-996-0004-000,25075
06-996-0005-000,23638
06-996-0006-000,10282
06-996-0007-000,32400
06-996-0008-000,20567
06-996-0009-000,20068
06-998-4010-000,192990
06-998-4020-000,0
06-998-4030-000,0
06-998-4040-000,330721
06-998-4050-000,0
06-998-4050-001,614670
06-998-4060-000,305550
06-998-4070-001,0
06-998-4070-002,0
06-998-4070-003,0
06-998-4070-004,0
06-998-4070-005,0
06-998-4070-006,0
06-998-4070-007,0
06-998-4070-008,0
06-998-4070-009,0
06-998-4070-010,0
06-998-4070-011,0
06-998-4070-012,0
06-998-4070-013,0
06-998-4070-014,0
06-998-4070-015,0
06-998-4070-016,0
06-998-4070-017,0
06-998-4070-018,0
06-998-4070-019,0
06-998-4070-020,0
06-998-4070-021,0
06-998-4070-022,0
06-998-4075-001,0
06-998-4075-002,0
06-998-4075-003,0
06-998-4075-004,0
06-998-4080-000,0
06-998-4080-100,0
06-998-4080-200,19320
06-998-4090-001,0
06-998-4090-002,0
06-998-5010-000,33700
06-998-5010-001,221
06-998-5010-002,2598
06-998-5010-003,45400
06-998-5010-004,0
06-998-5011-000,39200
06-998-5020-000,9400
06-998-5030-000,0
06-998-5030-001,33300
06-998-5030-002,0
06-998-5030-003,31400
06-998-5030-004,3360
06-998-5030-005,0
06-998-5030-006,4095
06-998-5040-000,41200
06-998-5040-001,0
06-998-5040-002,0
06-998-5040-003,3885
06-998-5040-004,0
06-998-5040-005,0
06-998-5040-006,35600
06-998-5041-000,32200
06-998-5041-001,2000
06-998-5050-000,13300
06-998-5050-100,0
06-998-5050-200,3578
06-998-5060-000,36878
06-998-5060-001,0
06-998-5061-000,39200
06-998-5070-000,0
06-998-5080-000,800
06-998-5090-000,33400
06-998-5100-000,0
06-998-5100-001,10000
06-998-5110-000,1260
06-998-5120-000,0
06-998-5120-001,24500
06-998-5130-000,0
06-998-5140-000,44600
06-998-5140-001,15600
06-998-5150-000,18900
06-998-5160-000,13400
06-998-5170-000,25400
06-999-0001-000,0
06-999-0001-100,0
06-999-0001-150,0
06-999-0001-160,0
06-999-0001-170,0
06-999-0001-200,0
06-999-0001-225,0
06-999-0001-250,0
06-999-0001-350,0
06-999-0001-500,0
06-999-0001-950,0
06-999-0001-960,0
06-999-0001-965,1000
06-999-0001-975,0
06-999-0001-977,0
06-999-0001-980,0
06-999-0002-500,0
06-999-0003-500,0
06-999-0003-600,0
06-999-0003-650,0
06-999-0003-675,0
06-999-0003-700,0
06-999-0003-750,0
06-999-0004-000,0
06-999-0004-250,0
06-999-0004-500,0
06-999-0004-800,0
06-999-0004-850,0
06-999-0005-000,0
06-999-0006-000,0
06-999-0008-000,0
06-999-0008-500,16600
06-999-0008-525,0
06-999-0008-550,19700
06-999-0010-000,0
06-999-0010-010,0
06-999-0015-000,0
06-999-0016-000,2800
06-999-0017-000,0
06-999-0017-050,0
06-999-0018-000,0
06-999-0018-050,0
06-999-0018-100,0
06-999-0018-200,0
06-999-0018-400,0
06-999-0018-450,0
06-999-0018-470,0
06-999-0018-500,0
06-999-0018-550,0
06-999-0018-750,0
06-999-0018-775,0
06-999-0018-800,0
06-999-0018-850,0
06-999-0018-900,0
06-999-0019-000,0
06-999-0019-100,0
06-999-0019-200,0
06-999-0019-250,0
06-999-0019-500,0
06-999-0019-700,0
06-999-0019-850,0
06-999-0019-900,0
06-999-0019-925,0
06-999-0019-950,0
06-999-0019-975,0
06-999-0020-200,0
06-999-0020-500,0
06-999-0021-000,0
06-999-0021-500,0
06-999-0021-550,0
06-999-0021-600,0
06-999-0021-605,0
06-999-0021-615,0
06-999-0021-620,0
06-999-0021-625,0
06-999-0021-630,0
06-999-0021-650,0
06-999-0021-685,0
06-999-0021-695,0
06-999-0021-696,0
06-999-0021-700,0
06-999-0021-750,0
06-999-0021-850,116400
06-999-0021-925,0
06-999-0021-950,47000
06-999-0021-951,3900
06-999-0022-000,0
06-999-0024-000,0
06-999-0024-500,0
06-999-0025-000,0
06-999-0027-000,0
06-999-0027-050,0
06-999-0028-000,0
06-999-0028-500,0
06-999-0028-700,0
06-999-0028-701,0
06-999-0028-702,1600
06-999-0029-000,568300
06-999-0029-001,150500
06-999-0030-100,0
06-999-0030-200,0
06-999-0031-100,0
06-999-0031-250,0
06-999-0031-500,0
06-999-0031-750,0
06-999-0032-000,0
06-999-0032-001,0
06-999-0032-085,0
06-999-0032-096,0
06-999-0032-097,0
06-999-0032-100,0
06-999-0032-150,0
06-999-0032-200,0
06-999-0032-300,0
06-999-0032-301,0
06-999-0032-375,0
06-999-0032-400,0
06-999-0032-401,0
06-999-0032-402,0
06-999-0033-015,0
06-999-0033-025,0
06-999-0033-050,0
06-999-0033-065,0
06-999-0033-066,0
06-999-0033-067,0
06-999-0033-075,0
06-999-0033-085,0
06-999-0033-100,0
06-999-0033-125,0
06-999-0033-135,0
06-999-0033-150,0
06-999-0033-200,0
06-999-0033-300,0
06-999-0033-500,0
06-999-0033-625,0
06-999-0034-000,0
06-999-0034-250,0
06-999-0034-550,0
06-999-0034-560,0
06-999-0034-565,0
06-999-0034-570,0
06-999-0034-574,0
06-999-0034-575,0
06-999-0034-580,0
06-999-0034-600,0
06-999-0036-000,0
06-999-0036-025,1100
06-999-0036-100,0
06-999-0036-150,0
06-999-0036-250,0
06-999-0036-500,0
06-999-0037-000,0
06-999-0037-100,0
06-999-0038-000,0
06-999-0039-000,0
06-999-0044-600,0
06-999-0044-750,0
06-999-0045-150,0
06-999-0045-250,0
06-999-0045-750,0
06-999-0045-800,0
06-999-0045-810,0
06-999-0045-815,1000
06-999-0046-000,0
06-999-0046-010,0
06-999-0046-500,0
06-999-0047-100,130000
06-999-0047-125,0
06-999-0047-150,0
06-999-0049-000,0
06-999-0051-000,0
06-999-0052-050,0
06-999-0052-395,0
06-999-0055-250,0
06-999-0056-000,0
06-999-0056-100,0
06-999-0056-150,0
06-999-0056-175,0
06-999-0056-176,0
06-999-0056-180,0
06-999-0056-185,0
06-999-0056-200,0
06-999-0056-215,0
06-999-0056-250,0
06-999-0056-251,1000
06-999-0056-260,0
06-999-0056-275,0
06-999-0056-276,0
06-999-0056-280,1600
06-999-0056-300,0
06-999-0056-301,0
06-999-0056-302,0
06-999-0056-325,0
06-999-0056-350,16900
06-999-0056-400,0
06-999-0056-425,22100
06-999-0056-450,0
06-999-0056-475,0
06-999-0056-500,0
06-999-0056-501,0
06-999-0056-700,0
06-999-0057-110,0
06-999-0057-111,0
06-999-0057-112,0
06-999-0057-113,0
06-999-0057-115,14500
06-999-0057-120,116800
06-999-0057-125,30600
06-999-0057-130,17800
06-999-0057-150,0
06-999-0057-200,0
06-999-0057-250,0
06-999-0057-275,0
06-999-0057-300,0
06-999-0057-500,0
06-999-0058-050,0
06-999-0058-150,0
06-999-0058-250,0
06-999-0058-275,0
06-999-0058-300,0
06-999-0058-500,0
06-999-0059-000,0
06-999-0059-050,0
06-999-0059-150,0
06-999-0059-250,0
06-999-0060-000,0
06-999-0060-100,1400
06-999-0061-000,0
06-999-0062-500,0
06-999-0062-750,0
06-999-0062-800,0
06-999-0062-900,0
06-999-0063-000,0
06-999-0063-250,0
06-999-0063-500,0
06-999-0063-900,0
06-999-0064-000,0
06-999-0064-250,0
06-999-0064-350,0
06-999-0064-500,0
06-999-0064-501,0
06-999-0065-000,0
06-999-0065-375,0
06-999-0065-385,0
06-999-0065-400,0
06-999-0066-700,0
06-999-0066-800,0
06-999-0066-850,0
06-999-0066-875,0
06-999-0066-900,0
06-999-0067-000,0
06-999-0067-001,0
06-999-0068-000,0
06-999-0069-100,0
06-999-0069-500,0
06-999-0070-000,0
06-999-0071-000,0
06-999-0072-000,0
06-999-0073-450,1200
06-999-0073-500,0
06-999-0074-000,0
06-999-0074-100,0
06-999-0074-200,0
06-999-0074-225,0
06-999-0074-250,0
06-999-0074-260,0
06-999-0074-270,0
06-999-0074-275,0
06-999-0074-280,0
06-999-0074-300,0
06-999-0074-350,0
06-999-0074-375,0
06-999-0074-385,0
06-999-0074-400,0
06-999-0074-500,42600
06-999-0074-600,0
06-999-0074-601,0
06-999-0074-625,0
06-999-0074-650,0
06-999-0074-750,0
06-999-0075-000,0
06-999-0075-900,0
06-999-0076-000,204600
06-999-0076-050,1000
06-999-0078-000,0
06-999-0080-000,0
06-999-0081-000,0
06-999-0083-600,0
06-999-0085-000,0
06-999-0085-500,0
06-999-0086-700,0
06-999-0086-800,0
06-999-0086-875,4500
06-999-0086-900,0
06-999-0086-950,0
06-999-0086-975,0
06-999-0087-000,0
06-999-0089-000,0
06-999-0090-500,0
06-999-0090-750,0
06-999-0090-900,0
06-999-0091-000,0
06-999-0091-500,0
06-999-0093-000,0
06-999-0093-500,0
06-999-0094-000,3800
06-999-0095-000,0
06-999-0095-150,0
06-999-0095-250,0
06-999-0095-500,173300
06-999-0095-750,0
06-999-0096-250,0
06-999-0096-500,0
06-999-0096-700,0
06-999-0097-000,0
06-999-0097-500,0
06-999-0097-550,2700
06-999-0097-750,0
06-999-0097-760,1100
06-999-0097-775,0
06-999-0097-800,0
06-999-0097-900,0
06-999-0097-925,0
06-999-0097-950,0
06-999-0098-000,170100
06-999-0098-250,0
06-999-0098-500,0
06-999-0098-510,0
06-999-0098-515,0
06-999-0098-525,0
06-999-0098-550,0
06-999-0098-600,0
06-999-0098-625,0
06-999-0098-725,0
06-999-0098-730,0
06-999-0098-735,0
06-999-0098-750,0
06-999-0099-000,0
06-999-0099-100,0
06-999-0100-000,0
06-999-0100-100,0
06-999-0100-500,0
06-999-0101-000,0
06-999-0101-050,0
06-999-0101-750,0
06-999-0103-000,0
06-999-0103-500,0
06-999-0103-750,0
06-999-0104-000,0
06-999-0104-050,0
06-999-0105-000,0
06-999-0106-000,0
06-999-0106-050,0
06-999-0107-000,0
06-999-0107-025,0
06-999-0107-030,0
06-999-0107-050,0
06-999-0107-100,0
06-999-0107-125,0
06-999-0107-150,0
06-999-0107-375,0
06-999-0107-400,0
06-999-0107-416,0
06-999-0107-423,0
06-999-0107-424,703800
06-999-0107-425,0
06-999-0107-426,0
06-999-0107-490,0
06-999-0107-495,0
06-999-0107-500,0
06-999-0107-501,1200
06-999-0107-550,0
06-999-0107-575,0
06-999-0107-600,0
06-999-0107-750,0
06-999-0107-800,0
06-999-0107-850,0
06-999-0108-000,0
06-999-0108-100,0
06-999-0108-250,0
06-999-0108-500,51500
06-999-0109-000,0
06-999-0109-010,0
06-999-0109-015,0
06-999-0109-075,0
06-999-0109-100,3400
06-999-0109-125,1000
06-999-0109-150,0
06-999-0109-175,0
06-999-0109-200,0
06-999-0109-250,0
06-999-0109-500,0
06-999-0109-600,0
06-999-0109-625,406300
06-999-0109-650,0
06-999-0109-670,0
06-999-0109-675,0
06-999-0109-700,0
06-999-0110-250,0
06-999-0110-500,0
06-999-0110-750,0
06-999-0110-850,0
06-999-0111-000,0
06-999-0111-500,0
06-999-0112-000,104200
06-999-0112-500,0
06-999-0113-250,0
06-999-0114-000,0
06-999-0114-500,0
06-999-0115-000,0
06-999-0117-000,0
06-999-0118-000,0
06-999-0118-050,0
06-999-0119-500,0
06-999-0120-000,0
06-999-0122-200,0
06-999-0123-000,0
06-999-0123-500,0
06-999-0124-000,0
06-999-0124-500,0
06-999-0124-600,0
06-999-0125-000,0
06-999-0126-000,0
06-999-0127-000,0
06-999-0127-100,0
06-999-0127-110,0
06-999-0127-150,0
06-999-0127-200,0
06-999-0127-250,0
06-999-0127-260,0
06-999-0127-275,0
06-999-0127-300,0
06-999-0127-400,0
06-999-0127-500,21900
06-999-0127-800,0
06-999-0127-850,0
06-999-0128-000,0
06-999-0129-500,0
06-999-0129-750,0
06-999-0129-775,90200
06-999-0129-850,0
06-999-0130-000,0
06-999-0131-000,0
06-999-0131-250,0
06-999-0131-300,0
06-999-0131-325,0
06-999-0131-350,0
06-999-0131-500,0
06-999-0135-000,0
06-999-0139-750,0
06-999-0140-000,0
06-999-0140-500,0
06-999-0140-750,238800
06-999-0140-751,0
06-999-0141-000,0
06-999-0142-000,0
06-999-0143-000,0
06-999-0143-500,0
06-999-0145-000,0
06-999-0146-000,0
06-999-0148-000,0
06-999-0148-250,0
06-999-0148-500,0
06-999-0148-850,0
06-999-0148-900,0
06-999-0148-925,0
06-999-0148-950,0
06-999-0148-951,0
06-999-0149-000,0
06-999-0149-950,0
06-999-0150-000,0
06-999-0150-700,1300
06-999-0150-850,0
06-999-0151-050,0
06-999-0151-400,0
06-999-0151-500,0
06-999-0151-750,0
06-999-0152-000,0
06-999-0153-015,0
06-999-0153-500,0
06-999-0153-750,0
06-999-0154-000,0
06-999-0154-500,0
06-999-0154-510,0
06-999-0155-000,0
06-999-0156-150,0
06-999-0156-200,0
06-999-0156-225,0
06-999-0156-250,0
06-999-0156-350,0
06-999-0156-750,0
06-999-0157-000,0
06-999-0159-000,136400
06-999-0159-100,0
06-999-0159-150,0
06-999-0159-250,0
06-999-0159-400,1700
06-999-0159-500,0
06-999-0159-550,0
06-999-0159-590,0
06-999-0159-600,0
06-999-0159-650,0
06-999-0159-675,0
06-999-0159-700,0
06-999-0159-800,0
06-999-0159-850,0
06-999-0160-000,0
06-999-0161-500,0
06-999-0161-600,0
06-999-0161-750,0
06-999-0162-000,0
06-999-0164-000,0
06-999-0164-005,0
06-999-0164-010,0
06-999-0164-012,0
06-999-0164-013,0
06-999-0164-015,0
06-999-0164-025,0
06-999-0164-050,0
06-999-0164-075,0
06-999-0164-090,0
06-999-0164-100,0
06-999-0164-150,0
06-999-0164-180,0
06-999-0164-350,0
06-999-0165-000,0
06-999-0165-010,0
06-999-0165-200,0
06-999-0165-300,0
06-999-0165-650,0
06-999-0165-750,0
06-999-0165-800,0
06-999-0165-820,0
06-999-0165-825,0
06-999-0165-826,0
06-999-0167-100,0
06-999-0167-350,0
06-999-0167-500,0
06-999-0167-525,5600
06-999-0167-550,124200
06-999-0170-000,0
06-999-0170-800,0
06-999-0171-000,0
06-999-0171-050,0
06-999-0171-100,0
06-999-0172-000,0
06-999-0172-250,0
06-999-0172-500,0
06-999-0173-000,2800
06-999-0175-500,0
06-999-0175-600,0
06-999-0175-750,0
06-999-0175-900,0
06-999-0176-000,0
06-999-0177-000,0
06-999-0179-000,0
06-999-0180-000,0
06-999-0180-100,0
06-999-0180-101,0
06-999-0180-200,0
06-999-0180-300,161600
06-999-0180-301,26400
06-999-0180-500,0
06-999-0180-600,0
06-999-0181-125,0
06-999-0181-150,0
06-999-0181-200,0
06-999-0181-225,0
06-999-0181-250,0
06-999-0181-350,0
06-999-0181-500,0
06-999-0183-000,0
06-999-0184-000,0
06-999-0185-000,0
06-999-0185-250,0
06-999-0185-350,0
06-999-0185-500,0
06-999-0186-000,0
06-999-0187-000,0
06-999-0188-550,0
06-999-0188-555,1300
06-999-0188-560,0
06-999-0188-575,0
06-999-0188-577,0
06-999-0188-580,0
06-999-0188-582,0
06-999-0188-585,0
06-999-0188-590,1300
06-999-0188-600,0
06-999-0188-610,1100
06-999-0188-700,0
06-999-0188-750,0
06-999-0188-830,0
06-999-0188-835,0
06-999-0188-840,0
06-999-0188-841,0
06-999-0188-842,0
06-999-0188-843,0
06-999-0188-844,0
06-999-0188-845,0
06-999-0188-850,0
06-999-0189-000,80300
06-999-0191-000,0
06-999-0191-500,0
06-999-0192-000,0
06-999-0192-500,0
06-999-0192-600,0
06-999-0192-650,0
06-999-0192-700,0
06-999-0192-750,0
06-999-0193-000,0
06-999-0194-000,0
06-999-0194-500,0
06-999-0196-100,0
06-999-0197-000,0
06-999-0200-850,0
06-999-0200-900,0
06-999-0200-950,0
06-999-0201-000,0
06-999-0201-100,0
06-999-0201-200,0
06-999-0201-500,0
06-999-0202-000,0
06-999-0204-600,0
06-999-0204-601,0
06-999-0204-615,0
06-999-0204-625,0
06-999-0204-650,0
06-999-0204-675,1100
06-999-0204-700,0
06-999-0204-710,0
06-999-0204-725,0
06-999-0204-775,0
06-999-0205-000,0
06-999-0205-050,0
06-999-0206-000,0
06-999-0207-000,0
06-999-0208-000,392500
06-999-0208-010,1200
06-999-0208-030,0
06-999-0208-050,0
06-999-0208-070,0
06-999-0208-071,0
06-999-0208-072,0
06-999-0208-073,0
06-999-0208-075,0
06-999-0208-077,0
06-999-0208-080,0
06-999-0208-085,0
06-999-0208-090,0
06-999-0208-095,0
06-999-0208-100,0
06-999-0208-500,0
06-999-0209-000,0
06-999-0213-000,0
06-999-0213-500,0
06-999-0214-000,0
